ক্রম	নির্বাচনী এলাকার নম্বর ও নাম	প্রতিদ্ন্্বী প্রার্থী	রাজনৈতিক দল	প্রতীক	মন্তব্য
১৩১৯১	২০৭ নারায়ণগঞ্জ-৪	মোঃ শহীদু-উন-নবী	- ন্যাশনাল পিপলসূ পাটি	আম	
১৩১২	২০৮ নারায়ণগঞ্জ-৫	এ এম এম একরামুল হক	ইসলামিক ফ্রন্ট বাংলাদেশ	চেয়ার	
৯৩১৯৩	২০৮ নারায়ণগঞ্জ-৫	া ৩৭৭৩৭৭ মোঃ আব্দুল হামিদ ভাসানি ভ	ভূণমূল বিএনপি	সোনালী আশি	
১৩৯৪	২০৮ নারায়ণগঞ্জ-৫	ছামছুল ইসলাম	- বাংলাদেশ সুপ্রিম পাটি	একতারা	
১৩৯৫	২০৮ নারায়ণগঞ্জ-৫	একে এম সেলিম ওসমান	- জাতীয় পাটি	লাঙ্গল	
৯৩১৬	২০৮ রাজবাড়ী-১	স্বপন কুমার সরকার	স্বতন্ত্র	ঈগল	
৯৩১৯৭	২০৯ রাজবাড়ী-১	মোঃ ইমদাদুল হক বিশ্বাস	স্বতন্ত্র	ট্রাক	
৯৩৯৮	২০৯ রাজবাড়ী-১	কাজী কেরামত আলী	বাংলাদেশ আওয়ামী লীগ	নৌকা	
১৩৯৯	২০৯ রাজবাড়ী-১	খোন্দকার হাবিবুর রহমান	- জাতীয় পাটি	লাঙ্গল	
১৩২০	২০৯ রাজবাড়ী-১	ডি এম মজিবর রহমান	ভূণমূল বিএনপি	সোনালী আশি	
১৩২১৯	২১০ রাজবাড়ী-২	মোঃ জিন্লুল হাকিম	বাংলাদেশ আওয়ামী লীগ	নৌকা	
১৩২২	২১০ রাজবাড়ী-২	মোঃ আব্দুল মালেক মন্ডল	বাংলাদেশ সাংস্কৃতিক মুক্তিজোট	ছড়ি	
১৩২৩	২১০ রাজবাড়ী-২	মোঃ শফিউল আজম খান	- জাতীয় পাটি	লাঙ্গল	
১৩২৪	২১০ রাজবাড়ী-২	নুরে আলম সিদ্দিকী	স্বতন্ত্র	ঈগল	
১৩২৫	২১০ রাজবাড়ী-২	মোঃ আব্দুল মতিন মিয়া	জাতীয় সমাজতান্ত্রিক দল - জাসদ	মশাল	
১৩২৬	২১০ রাজবাড়ী-২	এস এম ফজলুল হক	ভূণমূল বিএনপি	সোনালী আশী	
১৩২৭	২১৯ করিদপুর-১	শাহ্‌ মোহাম্মাদ আবু জাফর	বাংলাদেশ জাতীয়তাবাদী আন্দোলন	নোঙ্গর	
১৩২৮	২১৯ করিদপুর-১	মোঃ আব্দুর রহমান	বাংলাদেশ আওয়ামী লীগ	নৌকা	
১৩২৯	২১৯ করিদপুর-১	মোঃ নুর ইসলাম শিকদার	- বাংলাদেশ সুপ্রিম পাটি	একতারা	
১৩৩০	২১৯ করিদপুর-১	মোহাম্মদ আরিফুর রহমান	স্বতন্ত্র	ঈগল	
১৩৩১	২১৯ করিদপুর-১	মোঃ আক্তারুজ্জামান খান	- জাতীয় পাটি	লাঙ্গল	
১৩৩২	২১২ ফরিদপুর-২	মোঃ জয়নুল আবেদীন বকুল মিয়া	বাংলাদেশ খেলাফত আন্দোলন	বটগাছ	
৯৩৩৩	২১২ ফরিদপুর-২	মোহাম্মদ জামাল হোসেন মিয়া	স্বতন্ত্র	ঈগল	
১৩৩৪	২১২ ফরিদপুর-২	শাহাদাৰ আকবর	বাংলাদেশ আওয়ামী লীগ	নৌকা	
১৩৩৫	২১৩ করিদপুর-৩	এম, এ, সুঈদ হোসেন আরিফ)	বাংলাদেশ কংগ্রেস	ডাৰ	
৯৩৩৬	২১৩ করিদপুর-৩	এস এম ইয়াহিয়া	- জাতীয় পাটি	লাঙ্গল	
৯৩৩৭	২১৩ করিদপুর-৩	আব্দুল কাদের আজাদ	স্বতন্ত্র	ঈগল	
৯৩৩৮	২১৩ করিদপুর-৩	গোলাম রাব্বানী খান	বাংলাদেশ জাতীয়তাবাদী আন্দোলন	নোঙ্গার	
১৩৩৯	২১৩ করিদপুর-৩	মোঃ দেলোয়ার হোসেন	- বাংলাদেশ সুপ্রিম পাটি	একতারা	
৯৩৪০	২১৪ ফরিদপুর-৪	মাকসুদ আহম্মেদ মাওলা	বাংলাদেশ তরিকত ফেডারেশন	ফুলের মালা	
১৩৪১৯	২১৫ ফরিদপুর-৪	প্রিজ্স চৌধুরী	ভূণমূল বিএনপি	সোনালী আশি	
১৩৪২	২১৪ ফরিদপুর-৪	মজিবুর রহমান চৌধুরী	স্বতন্ত্র	ঈগল	
১৩৪৩	২১৪ ফরিদপুর-৪	মোঃ আলমগীর কবির	- বাংলাদেশ সুপ্রিম পাটি	একতারা	
৯৩৪৪	২১৪ ফরিদপুর-৪	মোঃ আনোয়ার হোসেন	- জাতীয় পাটি	লাঙ্গল	
৯৩৪৫	২১৪ ফরিদপুর-৪	কাজী জাফর উল্যাহ	বাংলাদেশ আওয়ামী লীগ	নৌকা	
১৩৪৬	২১৪ ফরিদপুর-৪	নাজমুন নাহার	বাংলাদেশ কংগ্রেস	ডাৰ	
১৩৪৭	২১৫ গোপালগঞ্জ১	মুহাম্মদ ফারুক খান	বাংলাদেশ আওয়ামী লীগ	নৌকা	
৯৩৪৮	২১৫ গোপালগঞ্জ১	শেখ মোঃ আব্দুল্লাহ	- ন্যাশনাল পিপলসূ পাটি	আম	
৯৩৪৯	২১৫ গোপালগঞ্জ১	সহিদুল ইসলাম মোল্যা	- জাতীয় পাটি	লাঙ্গল	
৯৩৫০	২১৫ গোপালগঞ্জ১	মোঃ জাহিদুল ইসলাম	ভূণমূল বিএনপি	সোনালী আশি	
৯৩৫৯	২১৫ গোপালগঞ্জ১	মোঃ কাবির মিয়া	স্বতন্ত্র	ঈগল	
৯৩৫২	২১৬ গোপালগঞ্জ-২	শেখ ফজলুল করিম সেলিম	বাংলাদেশ আওয়ামী লীগ	নৌকা	
১৩৫৩	২১৬ গোপালগঞ্জ-২	মোঃ ফুল মিয়া মোল্লা	জাতীয় সমাজতান্ত্রিক দল - জাসদ	মশাল	
৯৩৫৪	২১৬ গোপালগঞ্জ-২	মোঃ জামাল উদ্দিন শেখ	ভূণমূল বিএনপি	সোনালী আশি	
১৩৫৫	২১৬ গোপালগঞ্জ-২	মো: মামুনুর রশিদ	বাংলাদেশ সাংস্কৃতিক মুক্তিজোট	ছড়ি	
১৩৫৬	২১৬ গোপালগঞ্জ-২	কাজী শাহীন	- জাতীয় পাটি	লাঙ্গল	
৯৩৫৭	২১৬ গোপালগঞ্জ-২	মোঃ আমিনুল হাসান শাহীন	স্বতন্ত্র	রকেট	
১৩৫৮	২১৭ গোপালগঞর্জ-৩	শেখ হাসিনা	বাংলাদেশ আওয়ামী লীগ	নৌকা	
১৩৫৯	২১৭ গোপালগঞর্জ-৩	এম নিজাম উদ্দিন লঙ্কর	- বাংলাদেশ সুপ্রিম পাটি	একতারা	
১৩৬০	২১৭ গোপালগঞর্জ-৩	সৈয়দা লিমা হাসান	গণক্ন্ট	মাছ	
৯৩৬১	২১৭ গোপালগঞর্জ-৩	শেখ আবুল কালাম	- ন্যাশনাল পিপলসূ পাটি	আম	
১৩৬২	২১৭ গোপালগঞর্জ-৩	মাহাবুর মোল্যা	- জাকের পাটি	গোলাপ ফুল	
৯৩৬৩	২১৭ গোপালগঞর্জ-৩	মোঃ সাহিদুল ইসলাম মিটু)	বাংলাদেশ কংগ্রেস	ডাৰ	
১৩৬৪	২১৮ মাদারীপুর-১	মোঃ তোফাজ্জেল হোসেন খান	বাংলাদেশ তরিকত ফেডারেশন	ফুলের মালা	
১৩৬৫	২১৮ মাদারীপুর-১	নুর-ই-আলম চৌধুরী	বাংলাদেশ আওয়ামী লীগ	নৌকা	
